9.921875000000000000e-01	4.667968750000000000e-01	1.000000000000000000e+00	6.640625000000000000e-01	1.752376556396484375e-05	3.535156250000000000e-01	3.691406250000000000e-01	2.812500000000000000e-01
-4.231929779052734375e-06	-4.577636718750000000e-04	-1.544952392578125000e-04	1.000000000000000000e+00	-8.440017700195312500e-05	5.195312500000000000e-01	-6.532669067382812500e-05	3.964843750000000000e-01
-2.622604370117187500e-05	5.390625000000000000e-01	-1.497268676757812500e-04	9.453125000000000000e-01	1.000000000000000000e+00	9.960937500000000000e-01	9.882812500000000000e-01	-2.937316894531250000e-04
7.617187500000000000e-01	3.862380981445312500e-05	-1.802444458007812500e-04	-6.008148193359375000e-05	4.492187500000000000e-01	3.789062500000000000e-01	6.367187500000000000e-01	4.531250000000000000e-01
5.004882812500000000e-02	4.529953002929687500e-05	2.288818359375000000e-03	8.554687500000000000e-01	9.765625000000000000e-01	9.765625000000000000e-01	6.406250000000000000e-01	8.621215820312500000e-04
8.046875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.453125000000000000e-01	1.000000000000000000e+00	9.687500000000000000e-01	5.468750000000000000e-01	1.000000000000000000e+00
3.203125000000000000e-01	8.593750000000000000e-01	7.460937500000000000e-01	9.179687500000000000e-01	9.257812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	7.656250000000000000e-01
1.000000000000000000e+00	8.320312500000000000e-01	2.812500000000000000e-01	1.000000000000000000e+00	4.492187500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	6.523437500000000000e-01
1.000000000000000000e+00	9.453125000000000000e-01	9.765625000000000000e-01	3.320312500000000000e-01	1.000000000000000000e+00	6.601562500000000000e-01	1.000000000000000000e+00	9.960937500000000000e-01
9.375000000000000000e-01	6.289062500000000000e-01	8.007812500000000000e-01	1.000000000000000000e+00	8.906250000000000000e-01	8.906250000000000000e-01	1.000000000000000000e+00	9.765625000000000000e-01
1.000000000000000000e+00	8.906250000000000000e-01	1.000000000000000000e+00	8.828125000000000000e-01	9.296875000000000000e-01	5.468750000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.335937500000000000e-01	9.687500000000000000e-01	9.257812500000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00	9.375000000000000000e-01	2.792968750000000000e-01	9.726562500000000000e-01
1.000000000000000000e+00	3.295898437500000000e-02	7.929687500000000000e-01	8.320312500000000000e-01	7.929687500000000000e-01	8.476562500000000000e-01	-1.215934753417968750e-04	6.562500000000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.062500000000000000e-01	1.000000000000000000e+00	7.656250000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
6.054687500000000000e-01	1.000000000000000000e+00	2.792968750000000000e-01	9.648437500000000000e-01	9.843750000000000000e-01	9.960937500000000000e-01	5.937500000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	6.757812500000000000e-01	1.000000000000000000e+00	2.080078125000000000e-01	1.000000000000000000e+00	6.601562500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.882812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	6.628036499023437500e-05	8.828125000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	7.695312500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.492187500000000000e-01	1.000000000000000000e+00	8.359375000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.921875000000000000e-01
6.640625000000000000e-01	1.000000000000000000e+00	8.632812500000000000e-01	1.000000000000000000e+00	9.648437500000000000e-01	1.000000000000000000e+00	2.555847167968750000e-04	8.828125000000000000e-01
9.921875000000000000e-01	8.085937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	4.570312500000000000e-01	9.414062500000000000e-01	1.894531250000000000e-01	7.304687500000000000e-01
9.726562500000000000e-01	-8.583068847656250000e-05	1.000000000000000000e+00	9.726562500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	5.664062500000000000e-01
9.843750000000000000e-01	8.398437500000000000e-01	9.765625000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.140625000000000000e-01	8.046875000000000000e-01	7.031250000000000000e-01
9.687500000000000000e-01	1.000000000000000000e+00	8.554687500000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	6.484375000000000000e-01	8.867187500000000000e-01	9.726562500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	6.562500000000000000e-01	9.804687500000000000e-01	4.858398437500000000e-02	9.882812500000000000e-01	9.843750000000000000e-01	9.648437500000000000e-01
1.000000000000000000e+00	5.234375000000000000e-01	-2.241134643554687500e-05	1.000000000000000000e+00	9.843750000000000000e-01	9.882812500000000000e-01	9.960937500000000000e-01	4.023437500000000000e-01
1.000000000000000000e+00	9.882812500000000000e-01	2.128906250000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	-5.459785461425781250e-05	4.076957702636718750e-05
1.000000000000000000e+00	9.921875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.101562500000000000e-01	8.906250000000000000e-01	9.296875000000000000e-01	9.960937500000000000e-01
1.680850982666015625e-05	1.000000000000000000e+00	8.750000000000000000e-01	9.804687500000000000e-01	9.726562500000000000e-01	9.921875000000000000e-01	1.000000000000000000e+00	9.960937500000000000e-01
9.843750000000000000e-01	6.914062500000000000e-01	9.101562500000000000e-01	9.843750000000000000e-01	1.000000000000000000e+00	9.804687500000000000e-01	1.000000000000000000e+00	9.492187500000000000e-01
1.554489135742187500e-04	-2.169609069824218750e-05	1.000000000000000000e+00	7.820129394531250000e-05	1.000000000000000000e+00	9.960937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.804687500000000000e-01	1.000000000000000000e+00	9.843750000000000000e-01	9.960937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.921875000000000000e-01	9.960937500000000000e-01
9.648437500000000000e-01	8.750000000000000000e-01	8.710937500000000000e-01	7.070312500000000000e-01	9.101562500000000000e-01	9.453125000000000000e-01	8.984375000000000000e-01	9.375000000000000000e-01
